Source File,Timestamp,MySQL tpm
trx1.json,2025-06-07 19:18:01,0
trx1.json,2025-06-07 19:18:11,20730
trx1.json,2025-06-07 19:18:21,6882
trx1.json,2025-06-07 19:18:31,5154
trx1.json,2025-06-07 19:18:41,5676
trx1.json,2025-06-07 19:18:51,6024
trx1.json,2025-06-07 19:19:01,6210
trx1.json,2025-06-07 19:19:11,7068
trx1.json,2025-06-07 19:19:22,7914
trx1.json,2025-06-07 19:19:32,8034
trx1.json,2025-06-07 19:19:42,8862
trx1.json,2025-06-07 19:19:52,8520
trx1.json,2025-06-07 19:20:02,9192
trx1.json,2025-06-07 19:20:12,9924
trx1.json,2025-06-07 19:20:22,9828
trx1.json,2025-06-07 19:20:32,9642
trx1.json,2025-06-07 19:20:42,11178
trx1.json,2025-06-07 19:20:52,12042
trx1.json,2025-06-07 19:21:03,10788
trx1.json,2025-06-07 19:21:13,11400
trx1.json,2025-06-07 19:21:23,12348
trx1.json,2025-06-07 19:21:33,10608
trx1.json,2025-06-07 19:21:43,10350
trx1.json,2025-06-07 19:21:53,10590
trx1.json,2025-06-07 19:22:03,11556
trx1.json,2025-06-07 19:22:13,11220
trx1.json,2025-06-07 19:22:23,10248
trx1.json,2025-06-07 19:22:34,11028
trx1.json,2025-06-07 19:22:44,10350
trx1.json,2025-06-07 19:22:54,10224
trx1.json,2025-06-07 19:23:04,9552
trx1.json,2025-06-07 19:23:14,10368
trx1.json,2025-06-07 19:23:24,10230
trx1.json,2025-06-07 19:23:34,10464
trx1.json,2025-06-07 19:23:44,10650
trx1.json,2025-06-07 19:23:54,10026
trx1.json,2025-06-07 19:24:05,10458
trx1.json,2025-06-07 19:24:15,9708
trx1.json,2025-06-07 19:24:25,9948
trx1.json,2025-06-07 19:24:35,9432
trx1.json,2025-06-07 19:24:45,10266
trx1.json,2025-06-07 19:24:55,9462
trx1.json,2025-06-07 19:25:05,9018
trx2.json,2025-06-07 19:38:30,0
trx2.json,2025-06-07 19:38:40,26334
trx2.json,2025-06-07 19:38:50,19368
trx2.json,2025-06-07 19:39:00,25080
trx2.json,2025-06-07 19:39:10,30492
trx2.json,2025-06-07 19:39:21,35988
trx2.json,2025-06-07 19:39:31,27132
trx2.json,2025-06-07 19:39:41,43044
trx2.json,2025-06-07 19:39:51,21060
trx2.json,2025-06-07 19:40:01,10110
trx2.json,2025-06-07 19:40:11,10374
trx2.json,2025-06-07 19:40:21,10560
trx2.json,2025-06-07 19:40:31,10602
trx2.json,2025-06-07 19:40:41,9222
trx2.json,2025-06-07 19:40:52,8934
trx2.json,2025-06-07 19:41:02,9480
trx2.json,2025-06-07 19:41:12,9876
trx2.json,2025-06-07 19:41:22,10452
trx2.json,2025-06-07 19:41:32,10602
trx2.json,2025-06-07 19:41:42,10242
trx2.json,2025-06-07 19:41:52,10806
trx2.json,2025-06-07 19:42:02,10566
trx2.json,2025-06-07 19:42:13,10596
trx2.json,2025-06-07 19:42:23,10554
trx2.json,2025-06-07 19:42:33,10308
trx2.json,2025-06-07 19:42:43,10914
trx2.json,2025-06-07 19:42:53,10614
trx2.json,2025-06-07 19:43:03,9492
trx2.json,2025-06-07 19:43:13,10572
trx2.json,2025-06-07 19:43:23,10212
trx2.json,2025-06-07 19:43:33,9462
trx2.json,2025-06-07 19:43:43,10260
trx2.json,2025-06-07 19:43:54,10128
trx2.json,2025-06-07 19:44:04,8832
trx2.json,2025-06-07 19:44:14,9498
trx2.json,2025-06-07 19:44:24,9504
trx2.json,2025-06-07 19:44:34,10572
trx2.json,2025-06-07 19:44:44,9966
trx2.json,2025-06-07 19:44:54,10092
trx2.json,2025-06-07 19:45:04,9822
trx2.json,2025-06-07 19:45:14,10422
trx2.json,2025-06-07 19:45:25,9186
trx2.json,2025-06-07 19:45:35,8964
trx3.json,2025-06-07 20:23:48,0
trx3.json,2025-06-07 20:23:58,20436
trx3.json,2025-06-07 20:24:08,8346
trx3.json,2025-06-07 20:24:19,12942
trx3.json,2025-06-07 20:24:29,6630
trx3.json,2025-06-07 20:24:39,7494
trx3.json,2025-06-07 20:24:49,7104
trx3.json,2025-06-07 20:24:59,7548
trx3.json,2025-06-07 20:25:09,8310
trx3.json,2025-06-07 20:25:19,9258
trx3.json,2025-06-07 20:25:29,9006
trx3.json,2025-06-07 20:25:39,9042
trx3.json,2025-06-07 20:25:50,9810
trx3.json,2025-06-07 20:26:00,10152
trx3.json,2025-06-07 20:26:10,10038
trx3.json,2025-06-07 20:26:20,11346
trx3.json,2025-06-07 20:26:30,11808
trx3.json,2025-06-07 20:26:40,11382
trx3.json,2025-06-07 20:26:50,11628
trx3.json,2025-06-07 20:27:00,11832
trx3.json,2025-06-07 20:27:10,11094
trx3.json,2025-06-07 20:27:21,10734
trx3.json,2025-06-07 20:27:31,10764
trx3.json,2025-06-07 20:27:41,9558
trx3.json,2025-06-07 20:27:51,9432
trx3.json,2025-06-07 20:28:01,9234
trx3.json,2025-06-07 20:28:11,10428
trx3.json,2025-06-07 20:28:21,9858
trx3.json,2025-06-07 20:28:31,10548
