Linux 5.15.167.4-microsoft-standard-WSL2 (DESKTOP-5TARP0L) 	06/08/25 	_x86_64_	(16 CPU)

17:48:13     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:48:14     all    0.00    0.00    0.25    0.12    0.00    0.00    0.00    0.00    0.00   99.63
17:48:14       0    0.00    0.00    1.98    0.00    0.00    0.00    0.00    0.00    0.00   98.02
17:48:14       1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:48:14       2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:48:14       3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:48:14       4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:48:14       5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:48:14       6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:48:14       7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:48:14       8    0.00    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   99.01
17:48:14       9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:48:14      10    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   99.00
17:48:14      11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:48:14      12    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:48:14      13    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   99.00
17:48:14      14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:48:14      15    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00

17:48:14     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:48:15     all    0.50    0.00    0.32    4.47    0.00    0.06    0.00    0.00    0.00   94.64
17:48:15       0    0.00    0.00    0.00   47.96    0.00    0.00    0.00    0.00    0.00   52.04
17:48:15       1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:48:15       2    0.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.01
17:48:15       3    0.00    0.00    0.00    4.12    0.00    1.03    0.00    0.00    0.00   94.85
17:48:15       4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:48:15       5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:48:15       6    1.01    0.00    0.00    3.03    0.00    0.00    0.00    0.00    0.00   95.96
17:48:15       7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:48:15       8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:48:15       9    0.00    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00   98.99
17:48:15      10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:48:15      11    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   99.00
17:48:15      12    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   99.00
17:48:15      13    0.00    0.00    0.00    0.99    0.00    0.00    0.00    0.00    0.00   99.01
17:48:15      14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
