Source File,Timestamp,MySQL tpm
trx1.json,2025-06-08 10:37:43,0
trx1.json,2025-06-08 10:37:53,16200
trx1.json,2025-06-08 10:38:03,11256
trx1.json,2025-06-08 10:38:13,6894
trx1.json,2025-06-08 10:38:23,5358
trx1.json,2025-06-08 10:38:33,7494
trx1.json,2025-06-08 10:38:43,7404
trx1.json,2025-06-08 10:38:53,7542
trx1.json,2025-06-08 10:39:04,7452
trx1.json,2025-06-08 10:39:14,7914
trx1.json,2025-06-08 10:39:24,7812
trx1.json,2025-06-08 10:39:34,9330
trx1.json,2025-06-08 10:39:44,9042
trx1.json,2025-06-08 10:39:54,10278
trx1.json,2025-06-08 10:40:04,9786
trx1.json,2025-06-08 10:40:14,13086
trx1.json,2025-06-08 10:40:24,13248
trx1.json,2025-06-08 10:40:35,14016
trx1.json,2025-06-08 10:40:45,13110
trx1.json,2025-06-08 10:40:55,11394
trx1.json,2025-06-08 10:41:05,11574
trx1.json,2025-06-08 10:41:15,12024
trx1.json,2025-06-08 10:41:25,12114
trx1.json,2025-06-08 10:41:35,11502
trx1.json,2025-06-08 10:41:45,11166
trx1.json,2025-06-08 10:41:56,12540
trx1.json,2025-06-08 10:42:06,12012
trx1.json,2025-06-08 10:42:16,12270
trx1.json,2025-06-08 10:42:26,11556
trx1.json,2025-06-08 10:42:36,12564
trx1.json,2025-06-08 10:42:46,9510
trx1.json,2025-06-08 10:42:56,11982
trx1.json,2025-06-08 10:43:06,12066
trx1.json,2025-06-08 10:43:16,11664
trx1.json,2025-06-08 10:43:27,9630
trx1.json,2025-06-08 10:43:37,11604
trx1.json,2025-06-08 10:43:47,12834
trx1.json,2025-06-08 10:43:57,11454
trx1.json,2025-06-08 10:44:07,12342
trx1.json,2025-06-08 10:44:17,12396
trx1.json,2025-06-08 10:44:27,12468
trx1.json,2025-06-08 10:44:37,12036
trx1.json,2025-06-08 10:44:47,10704
trx2.json,2025-06-08 10:52:45,0
trx2.json,2025-06-08 10:52:55,16392
trx2.json,2025-06-08 10:53:05,10146
trx2.json,2025-06-08 10:53:15,6804
trx2.json,2025-06-08 10:53:25,5874
trx2.json,2025-06-08 10:53:36,6840
trx2.json,2025-06-08 10:53:46,7032
trx2.json,2025-06-08 10:53:56,8412
trx2.json,2025-06-08 10:54:06,7956
trx2.json,2025-06-08 10:54:16,7872
trx2.json,2025-06-08 10:54:26,9294
trx2.json,2025-06-08 10:54:36,7920
trx2.json,2025-06-08 10:54:46,9906
trx2.json,2025-06-08 10:54:56,10176
trx2.json,2025-06-08 10:55:07,9894
trx2.json,2025-06-08 10:55:17,14238
trx2.json,2025-06-08 10:55:27,14850
trx2.json,2025-06-08 10:55:37,13206
trx2.json,2025-06-08 10:55:47,11892
trx2.json,2025-06-08 10:55:57,12456
trx2.json,2025-06-08 10:56:07,11748
trx2.json,2025-06-08 10:56:17,11466
trx2.json,2025-06-08 10:56:27,12288
trx2.json,2025-06-08 10:56:38,8946
trx2.json,2025-06-08 10:56:48,11166
trx2.json,2025-06-08 10:56:58,12024
trx2.json,2025-06-08 10:57:08,12858
trx2.json,2025-06-08 10:57:18,12696
trx2.json,2025-06-08 10:57:28,11916
trx2.json,2025-06-08 10:57:38,12876
trx2.json,2025-06-08 10:57:48,12294
trx2.json,2025-06-08 10:57:58,11988
trx2.json,2025-06-08 10:58:09,11892
trx2.json,2025-06-08 10:58:19,11886
trx2.json,2025-06-08 10:58:29,11970
trx2.json,2025-06-08 10:58:39,11484
trx2.json,2025-06-08 10:58:49,13254
trx2.json,2025-06-08 10:58:59,10644
trx2.json,2025-06-08 10:59:09,10140
trx2.json,2025-06-08 10:59:19,12144
trx2.json,2025-06-08 10:59:29,13272
trx2.json,2025-06-08 10:59:40,12384
trx2.json,2025-06-08 10:59:50,10524
trx2.json,2025-06-08 11:00:00,6552
trx3.json,2025-06-08 11:09:28,0
trx3.json,2025-06-08 11:09:38,16332
trx3.json,2025-06-08 11:09:48,9546
trx3.json,2025-06-08 11:09:58,9024
trx3.json,2025-06-08 11:10:09,6156
trx3.json,2025-06-08 11:10:19,7116
trx3.json,2025-06-08 11:10:29,6984
trx3.json,2025-06-08 11:10:39,8094
trx3.json,2025-06-08 11:10:49,8316
trx3.json,2025-06-08 11:10:59,8712
trx3.json,2025-06-08 11:11:09,8706
trx3.json,2025-06-08 11:11:19,6576
trx3.json,2025-06-08 11:11:29,8964
trx3.json,2025-06-08 11:11:40,9900
trx3.json,2025-06-08 11:11:50,9870
trx3.json,2025-06-08 11:12:00,10182
trx3.json,2025-06-08 11:12:10,13938
trx3.json,2025-06-08 11:12:20,15456
trx3.json,2025-06-08 11:12:30,11490
trx3.json,2025-06-08 11:12:40,11166
trx3.json,2025-06-08 11:12:50,12234
trx3.json,2025-06-08 11:13:00,9114
