Source File,Timestamp,MySQL tpm
trx1.json,2025-06-08 17:48:14,0
trx1.json,2025-06-08 17:48:24,25668
trx1.json,2025-06-08 17:48:34,38604
trx1.json,2025-06-08 17:48:45,52974
trx1.json,2025-06-08 17:48:55,62658
trx1.json,2025-06-08 17:49:05,59580
trx1.json,2025-06-08 17:49:15,62124
trx1.json,2025-06-08 17:49:25,71142
trx1.json,2025-06-08 17:49:35,47412
trx1.json,2025-06-08 17:49:45,68358
trx1.json,2025-06-08 17:49:55,71850
trx1.json,2025-06-08 17:50:05,69690
trx1.json,2025-06-08 17:50:16,75546
trx1.json,2025-06-08 17:50:26,73158
trx1.json,2025-06-08 17:50:36,79392
trx1.json,2025-06-08 17:50:46,78408
trx1.json,2025-06-08 17:50:56,71304
trx1.json,2025-06-08 17:51:06,80904
trx1.json,2025-06-08 17:51:16,35688
trx1.json,2025-06-08 17:51:26,46566
trx1.json,2025-06-08 17:51:36,48414
trx1.json,2025-06-08 17:51:47,45750
trx1.json,2025-06-08 17:51:57,49422
trx1.json,2025-06-08 17:52:07,45690
trx1.json,2025-06-08 17:52:17,49350
trx1.json,2025-06-08 17:52:27,48270
trx1.json,2025-06-08 17:52:37,46356
trx1.json,2025-06-08 17:52:47,51000
trx1.json,2025-06-08 17:52:57,36600
trx1.json,2025-06-08 17:53:07,48066
trx1.json,2025-06-08 17:53:18,47184
trx1.json,2025-06-08 17:53:28,49272
trx1.json,2025-06-08 17:53:38,46830
trx1.json,2025-06-08 17:53:48,46926
trx1.json,2025-06-08 17:53:58,47748
trx1.json,2025-06-08 17:54:08,47532
trx1.json,2025-06-08 17:54:18,45894
trx1.json,2025-06-08 17:54:28,49824
trx1.json,2025-06-08 17:54:38,37440
trx1.json,2025-06-08 17:54:48,48606
trx1.json,2025-06-08 17:54:59,53496
trx1.json,2025-06-08 17:55:09,50892
trx1.json,2025-06-08 17:55:19,48276
trx2.json,2025-06-08 18:03:18,0
trx2.json,2025-06-08 18:03:28,21198
trx2.json,2025-06-08 18:03:38,46836
trx2.json,2025-06-08 18:03:48,33618
trx2.json,2025-06-08 18:03:58,47916
trx2.json,2025-06-08 18:04:08,54318
trx2.json,2025-06-08 18:04:19,57030
trx2.json,2025-06-08 18:04:29,59916
trx2.json,2025-06-08 18:04:39,66852
trx2.json,2025-06-08 18:04:49,66426
trx2.json,2025-06-08 18:04:59,69408
trx2.json,2025-06-08 18:05:09,69678
trx2.json,2025-06-08 18:05:19,62292
trx2.json,2025-06-08 18:05:29,56634
trx2.json,2025-06-08 18:05:39,68010
trx2.json,2025-06-08 18:05:49,78006
trx2.json,2025-06-08 18:06:00,51084
trx2.json,2025-06-08 18:06:10,62292
trx2.json,2025-06-08 18:06:20,51900
trx2.json,2025-06-08 18:06:30,47772
trx2.json,2025-06-08 18:06:40,47286
trx2.json,2025-06-08 18:06:50,49704
trx2.json,2025-06-08 18:07:00,49296
trx2.json,2025-06-08 18:07:10,36360
trx2.json,2025-06-08 18:07:20,46866
trx2.json,2025-06-08 18:07:30,51726
trx2.json,2025-06-08 18:07:41,49050
trx2.json,2025-06-08 18:07:51,47526
trx2.json,2025-06-08 18:08:01,49800
trx2.json,2025-06-08 18:08:11,49266
trx2.json,2025-06-08 18:08:21,47742
trx2.json,2025-06-08 18:08:31,49188
trx2.json,2025-06-08 18:08:41,47946
trx2.json,2025-06-08 18:08:51,48492
trx2.json,2025-06-08 18:09:01,48096
trx2.json,2025-06-08 18:09:11,50928
trx2.json,2025-06-08 18:09:22,36756
trx2.json,2025-06-08 18:09:32,49626
trx2.json,2025-06-08 18:09:42,52746
trx2.json,2025-06-08 18:09:52,52128
trx2.json,2025-06-08 18:10:02,52302
trx2.json,2025-06-08 18:10:12,54060
trx2.json,2025-06-08 18:10:22,51756
trx2.json,2025-06-08 18:10:32,12534
trx3.json,2025-06-08 18:18:23,0
trx3.json,2025-06-08 18:18:33,24180
trx3.json,2025-06-08 18:18:43,34578
trx3.json,2025-06-08 18:18:53,46092
trx3.json,2025-06-08 18:19:04,53376
trx3.json,2025-06-08 18:19:14,53286
trx3.json,2025-06-08 18:19:24,55644
trx3.json,2025-06-08 18:19:34,63588
trx3.json,2025-06-08 18:19:44,61836
trx3.json,2025-06-08 18:19:54,64230
trx3.json,2025-06-08 18:20:04,70338
trx3.json,2025-06-08 18:20:14,54360
trx3.json,2025-06-08 18:20:24,62910
trx3.json,2025-06-08 18:20:35,70956
trx3.json,2025-06-08 18:20:45,74862
trx3.json,2025-06-08 18:20:55,77058
trx3.json,2025-06-08 18:21:05,74376
trx3.json,2025-06-08 18:21:15,84222
trx3.json,2025-06-08 18:21:25,48174
trx3.json,2025-06-08 18:21:35,46266
trx3.json,2025-06-08 18:21:45,48852
trx3.json,2025-06-08 18:21:55,34668
trx3.json,2025-06-08 18:22:06,49644
trx3.json,2025-06-08 18:22:16,48474
trx3.json,2025-06-08 18:22:26,49266
trx3.json,2025-06-08 18:22:36,48258
trx3.json,2025-06-08 18:22:46,48756
trx3.json,2025-06-08 18:22:56,50424
trx3.json,2025-06-08 18:23:06,48486
trx3.json,2025-06-08 18:23:16,46608
trx3.json,2025-06-08 18:23:26,51522
trx3.json,2025-06-08 18:23:37,36156
trx3.json,2025-06-08 18:23:47,46650
trx3.json,2025-06-08 18:23:57,48750
trx3.json,2025-06-08 18:24:07,49002
trx3.json,2025-06-08 18:24:17,48864
trx3.json,2025-06-08 18:24:27,47820
trx3.json,2025-06-08 18:24:37,49572
trx3.json,2025-06-08 18:24:47,50712
trx3.json,2025-06-08 18:24:58,49518
trx3.json,2025-06-08 18:25:08,54504
trx3.json,2025-06-08 18:25:18,37782
trx3.json,2025-06-08 18:25:28,41346
trx4.json,2025-06-08 18:33:21,0
trx4.json,2025-06-08 18:33:31,25422
trx4.json,2025-06-08 18:33:42,32652
trx4.json,2025-06-08 18:33:52,44538
trx4.json,2025-06-08 18:34:02,49986
trx4.json,2025-06-08 18:34:12,50610
trx4.json,2025-06-08 18:34:22,52878
trx4.json,2025-06-08 18:34:32,62298
trx4.json,2025-06-08 18:34:42,60564
trx4.json,2025-06-08 18:34:52,63018
trx4.json,2025-06-08 18:35:02,72912
trx4.json,2025-06-08 18:35:13,67494
trx4.json,2025-06-08 18:35:23,69462
trx4.json,2025-06-08 18:35:33,71952
trx4.json,2025-06-08 18:35:43,62352
trx4.json,2025-06-08 18:35:53,63834
trx4.json,2025-06-08 18:36:03,74562
trx4.json,2025-06-08 18:36:13,83118
trx4.json,2025-06-08 18:36:23,60738
trx4.json,2025-06-08 18:36:33,47928
trx4.json,2025-06-08 18:36:44,48900
trx4.json,2025-06-08 18:36:54,48564
trx4.json,2025-06-08 18:37:04,47844
trx4.json,2025-06-08 18:37:14,51168
trx4.json,2025-06-08 18:37:24,35604
trx4.json,2025-06-08 18:37:34,47658
trx4.json,2025-06-08 18:37:44,48588
